2002;Specification of Adleman's Restricted Model Using an Automated Reasoning System: Verification of Lipton's Experiment
2011;Automatic emotion recognition from speech a PhD research proposal
2012;Towards an interactive agent-based approach to real-time feedback (IAARF) in e-learning system
2010;Simulation of Markovian models using bootstrap method
2011;Using Real Options in ERP-Systems for Improving Delivery Reliability
2009;Depicting diversity in rules extracted from ensembles
2011;Towards a natural gesture interface: LDA-based gesture separability
2014;Score Normalization Using Logistic Regression with Expected Parameters
1996;An Approach to Automated House Recognition from Digital Stereo Imagery
2014;Visualizing Impression-Based Preferences of Twitter Users
2008;Active security system for an industrial robot based on artificial vision and fuzzy logic principles
2009;Plausible repairs for inconsistent requirements
2011;The generalization of AQM algorithms for queueing systems with bounded capacity
2008;Agent system for online ticket resale
2011;SUPPORTING YOUNG PEOPLE WITH PSYCHOSIS IN THE COMMUNITY: AN ICT ENABLED RELAPSE PREVENTION TOOL
2012;Measuring the performance of online opponent models in automated bilateral negotiation
2013;Mining Correlated Patterns with Multiple Minimum All-Confidence Thresholds
1996;Cooperative learning over composite search spaces experiences with a multi-agent design system
2000;A Bayesian network for mammography.
2009;Menu Design in Cell Phones: Use of 3D Menus
2005;Parallelization of GSL on Clusters of Symmetric Multiprocessors
2002;(alpha, beta) Reduction of Decision Table: A Rough Approach
2011;Word clouds for efficient document labeling
2013;A Robust Hand Pose Estimation Algorithm for Hand Rehabilitation
2014;An Item Bank Calibration Method for a Computer Adaptive Test
1997;Abstract Task Definition and Incremental Polymorphic Physical Instantiation: The Unified Interface Design Method
2011;SimSaaS: simulation software-as-a-service
2010;Analysing the cognitive effectiveness of the BPMN 2.0 visual notation
1997;MLB: multilevel load balancing for structured grid applications
2002;Exact Minkowski Products of N Complex Disks
2011;A approach to clinical proteomics data quality control and import
2013;Robust fin control for ship roll stabilization by using functional-link neural networks
2012;Fault-Tolerant exploration of an unknown dangerous graph by scattered agents
2012;A Fragile Watermarking Scheme Based CRC Checksum and Public Key Cryptosystem for RGB Color Image Authentication
2011;Multi-spectral remote sensing images classification method based on adaptive immune clonal selection culture algorithm
2012;An Axiomatization of the Choquet Integral and Its Utility Functions without Any Commensurability Assumption
2004;Annotation for the Semantic Web During Website Development
2012;GeneFuncster: a web tool for gene functional enrichment analysis and visualisation
2011;Spectral clustering as an automated SOM segmentation tool
2007;The XMU SMT system for IWSLT 2007.
2006;Annotations for the collaboration of the health professionals.
2011;Key requirements for integrating usability engineering and software engineering
2007;"P2P Systems in Legal Networks: Another ""Small World"" Case"
2011;Why do migrations fail and what can we do about it
2008;Improving content management: a semantic approach
2013;Research of Intelligent Evacuation System
2014;Security and Privacy-Preserving Mechanism for Aggregator Based Vehicle-to-Grid Network
2012;Gender differences in the perception of affective movements
2011;Side-effect analysis of assembly code
2007;On mining closed sets in multi-relational data
2006;An Empirical Analysis of the Complexity of Model-Based Diagnosis
2011;A search-engine concept based on multi-feature vectors and spatial relationship
2006;Utility function induced by fuzzy target in probabilistic decision making
2011;Impact of Admission and Discharge Peak Times on Hospital Overcrowding
2002;Support for guideline development through error classification and constraint checking.
2011;Using BPEL to realize business processes for an internet of things
2009;Where are the really hard manipulation problems? the phase transition in manipulating the veto rule
2011;OpenMP extensions for heterogeneous architectures
2011;More than speed? an empirical study of touchscreens and body awareness on an object manipulation task
2011;RP-Tree: rare pattern tree mining
1998;BOUNDS FOR THE RANGE OF A BIVARIATE POLYNOMIAL OVER A TRIANGLE
2011;Inline evaluation of hybrid knowledge bases PhD description
2014;Codes over a Non Chain Ring with Some Applications
2012;Budget-limited multi-armed bandits
2013;Detection of vortical structures in 4D velocity encoded phase contrast MRI data using vector template matching
2008;The game ontology project: supporting learning while contributing authentically to game studies
1998;Second-kind integral formulations of the capacitance problem
1988;Zero-Knowledge Authentication Scheme with Secret Key Exchange (Extended Abstract)
2003;Design and Performance Analysis of a Simple OXC
2000;Segmentation of Chinese discourse in content-based information retrieval
2011;Real-time hand gesture recognition using complex-valued neural network (CVNN)
2009;Implementation of a User-Centric Context-Aware Playground
2010;Purpose-based access control policies and conflicting analysis
2012;The expressive space of IDS-as-Art
1998;Distributed Process Management System Based on Object-Centered Process Modeling
2013;A modified real AdaBoost algorithm to discover intensive care unit subgroups with a poor outcome.
2014;User Profiling Based on Keyword Clusters for Improved Recommendations
2012;Opportunistic, receiver-initiated data-collection protocol
2013;Formal Verification Integration Approach for DSML
2005;Cognitive modelling of event ordering reasoning in imagistic domains
2010;Making Sense of Software Project Management: A case of knowledge sharing in software development
1987;Towards a theory of software protection
2008;A Teleo-Reactive Architecture for Fast, Reactive and Robust Control of Mobile Robots
2010;Information Reuse and Interoperability with Ontology Patterns and Linked Data : First Experiences from the ExpertFinder Project
2011;IT GOVERNANCE PRACTICES FOR IMPROVING STRATEGIC AND OPERATIONAL BUSINESS-IT ALIGNMENT
2011;Introducing layers of abstraction to semantic web programming
2010;Detecting Sensor Signal Manipulations in Non-Linear Chemical Processes
2011;Optimal design of multi-product batch plants using a parallel branch-and-bound method
2011;Can we design artificial pedagogical agents to be intelligent enough to detect, model, and foster regulatory learning processes?
2003;Evaluation of an alert system for selective dissemination of broadcast news
2011;Spreadsheets on the Move: An Evaluation of Mobile Spreadsheets
2011;A perceptual memory system for affordance learning in humanoid robots
1999;Evolving scheduling policies through a Genetic Programming framework
2004;Minimizing maximum lateness on identical parallel batch processing machines
2012;The optimization of two-stage planetary gear train based on mathmatica
2005;A generalization of the OWA operator to evaluate non monotonic quantifiers.
2016;Width of Points in the Streaming Model
2012;Brief announcement: deterministic protocol for the membership problem in beeping channels
2013;An Application of the ψ-Theory to the Analysis of Business Process Models
2011;Arguing with justifications between collaborating agents
2008;Resolution-Based Argumentation Semantics
2014;Probabilistic Model Checking of Labelled Markov Processes via Finite Approximate Bisimulations
2012;Topic correlation analysis for cross-domain text classification
2012;Collaborative decision making: an implementation of the Delphi approach in a social platform
2011;Virtual coiling of intracranial aneurysms based on dynamic path planning
2004;Tracking real-world phenomena with Smart Dust
2013;Full Length Article: SAR image multiclass segmentation using a multiscale and multidirection triplet Markov fields model in nonsubsampled contourlet transform domain
2012;A jensen-shannon kernel for hypergraphs
2008;Lucas-kanade inverse compositional using multiple brightness and gradient constraints
2014;Technology and Sociomaterial Performation
2011;Active sets and unification
2013;Fuzzy property-oriented concept lattices in morphological image and signal processing
2007;Modelling intellectual processes: the FRBR-CRM harmonization
2012;Fingerprint identification based on semi-supervised FSS
2005;Combining Packet Loss Compensation Methods for Robust Distributed Speech Recognition
2003;Algorithmique parallèle du texte : du modèle systolique au modèle CGM
2012;Blog-Based distributed computation: implementation of software verification system
2007;Automated Assessment of Problem Difficulty in Mathematical Analysis
2013;The generate-and-solve framework revisited: generating by simulated annealing
2005;Fast planning in domains with derived predicates: an approach based on rule-action graphs and local search
2011;Community detection by using the extended modularity
1988;A VLSI partition algorithm
2011;A tractable approximation approach to improving hotel service quality
2011;A concurrent object-oriented approach to the eigenproblem treatment in shared memory multicore environments
2005;On-line algorithms for market equilibria
1987;Program understanding with the lambda calculus
2008;Skolem Theory and Generalized Quantifiers
2012;Exponential lower bounds for DPLL algorithms on satisfiable random 3-CNF formulas
2012;Multi-resolution image fusion algorithm based on regional cross entropy and regional priority
2015;Changes in Urban Area Discovered by Analysis of Chosen Places in Old Maps of Liberec
2011;A real-time living activity recognition system using off-the-shelf sensors on a mobile phone
2014;Automatic Point of Interests Detection Using Spatio-Temporal Data Mining Techniques over Anonymous Trajectories
2003;Adoption of Low Earth Orbit Satellite Systems: A Diffusion Model under Competition
2013;Self-virtualized CAN controller for multi-core processors in real-time applications
2013;Loose particle classification using a new wavelet fisher discriminant method
2012;Computational aspects of cellular automata on countable sofic shifts
2012;Nature-Inspired Fault Tolerant Area Monitoring in Sensor Network
2008;EasyControl --- Universal Control System
2007;Combination of GSM and GPS signals for Mobile Positioning and Location Service Using Kalman Filter.
2012;Jstacs: a java framework for statistical analysis and classification of biological sequences
2015;A Survey of Social Web Mining Applications for Disease Outbreak Detection
2011;Green's relations and their use in automata theory
2007;Change paths in reasoning
2014;Fine-grained data partitioning framework for distributed database systems
2012;Scaling properties of mach bands and perceptual models
2011;A method for obtaining the maximum (δ, η)-balanced flow in a network
1993;Parallelizing the spectral transform method: A comparison of alternative parallel algorithms
2017;Scalability of using Restricted Boltzmann Machines for Combinatorial Optimization
2011;Multilayer cache partitioning for multiprogram workloads
2016;Multi-view Metric Learning for Multi-view Video Summarization
2000;Australian undergraduate Internet usage: self-taught, self-directed, and self-limiting?
2008;On the ambiguity of reconstructing hv-convex binary matrices with decomposable configurations
2003;On Lexicon Creation for Turkish LVCSR
2013;Long-Term Study of a Software Keyboard That Places Keys at Positions of Fingers and Their Surroundings
2012;Exploring playability of social network games
2008;Document relevance calculation based on Lexical cohesion with structure analysis.
2011;Multicamera action recognition with canonical correlation analysis and discriminative sequence classification
2012;Découverte et analyse des communautés implicites par une approche sémantique en ligne : l'outil WebTribe
2007;Master-slave PGA and performance metrics
2013;New propagation algorithm in dynamic directed evidential networks with conditional belief functions
2012;Towards an immersive interface for 3D object retrieval
2007;Improving static variable orders via invariants
2013;Minimal Preference Change
2012;Using a differential pressure sensor as spirometer
2013;Generation of fundamental frequency contours for Thai speech synthesis using tone nucleus model.
2013;On the Security of an Efficient Attribute-Based Signature
2011;A Semantic Feature for Statistical Machine Translation
2012;Learning attentive fusion of multiple bayesian network classifiers
2008;Study of Game Scheme for Elementary Historical Education
2015;Quantized Control and Data-Rate Constraints
2007;Effect of Metacognitive Support on Student Behaviors in Learning by Teaching Environments
2000;Spatial reasoning in RCC-8 with Boolean region terms
2013;Minimum Memory Vectorisation of Wavelet Lifting
2012;An efficient parallel strategy for matching visual self-similarities in large image databases
2013;The KBGen Challenge
2008;Virtual Artistic Paper-Cut
2011;A head-mounted device for recognizing text in natural scenes
2009;Physical Characterization of Acoustic Communication Channel Properties in Underwater Mobile Sensor Networks
2011;Application of EDA Technology in the Education of Automatic Control System Design
2013;Revisiting Frank-Wolfe: Projection-Free Sparse Convex Optimization
2006;A Sharing Analysis for SAFE
2004;On merging strategy-proofness
1996;A note on project risk and option values of investments in information technologies
2012;A time synchronization method for wireless sensor networks
2012;Decision making as optimization in multi-robot teams
2006;Integrated the simplified interpolation and clonal selection into the particle swarm optimization for optimization problems
2013;Speeding-up reinforcement learning through abstraction and transfer learning
2013;Analyzing barriers for people with hearing loss on the web: a semiotic study
2011;Runtime generation of robot control code from ontology file
2011;Constrained function optimization using PSO with polynomial mutation
2013;Human Identification with Electroencephalogram (EEG) for the Future Network Security
2011;Image enhancement of X-ray film base on mutil-scale retinex
2008;Shifts with Decidable Language and Non-Computable Entropy
2014;Edge Label Inference in Generalized Stochastic Block Models: from Spectral Theory to Impossibility Results
2000;Modeling voluntary participation in a cost‐sharing agricultural water quality management program
2012;Understanding and managing process interaction in IS development projects
2013;Security and the networked society
2013;On Semi-Static Interference Coordination under Proportional Fair Scheduling in LTE Systems
2012;A dataflow graph transformation language and query rewriting system for RDF ontologies
2012;A Mixed Methods Approach for Measuring the Impact of Delivery-Centric Interventions on Clinician Workflow
2014;Adaptable metadata creation for the Web of Data
2011;TRAWL: a traffic route adapted weighted learning algorithm
2008;Un modèle de recherche de fichiers personnels par contexte dans les systèmes d'étiquetage.
2013;An o *(1.84 k) parameterized algorithm for the multiterminal cut problem
2004;Approximation of Continuous Media Models for Granular Systems Using Cellular Automata
2012;Haptic communication tools for collaborative deformation of molecules
2011;Development of multilingual interview-sheet composition system to support multilingual communication in medical field
2006;Book reviews: Knowledge representation and commonsense reasoning: Reviews of four books
2012;Homomorphisms preserving deterministic context-free languages
2012;Data driven system identification using evolutionary algorithms
2006;Computer-assisted closed-captioning of live TV broadcasts in French
2011;Component-based programming techniques for coarse-grained parallelism
2011;On the rainbow connectivity of graphs: complexity and FPT algorithms
2011;Indexing with gaps
2005;Robust time-frequency distributions based on the robust short time fourier transform
2013;On Communication Complexity of Some Hard Problems in ECPe Systems
2014;Sub-propositional Fragments of the Interval Temporal Logic of Allen's Relations
2012;Exploiting atomic operations for barrier on cray XE/XK systems
2007;Simplified privacy controls for aggregated services: suspend and resume of personal data
2012;Population resizing using nonlinear dynamics in an ecology-based approach
2010;Effective data-race detection for the kernel
2011;Terminal-side QoE estimations for cross-layer network control: towards a user-centric approach to network management
2013;Understanding the Role of Organizational Culture for Design and Success of Enterprise Architecture Management
2014;Extending OpenStack Access Control with Domain Trust
2009;Event-based communication for location-based service collaboration
2012;Bridging the gaps towards advanced data discovery over semi-structured data
2011;Incremental maintenance of materialized XML views
2007;Formulation of hierarchical task network service (de)composition
2011;Single channel speech enhancement using MMSE estimation of short-time modulation magnitude spectrum
2012;A framework for the design and synthesis of coordinated social systems
2012;From likelihood uncertainty to fuzziness: a possibility-based approach for building clinical DSSs
2011;A classification framework for disambiguating web people search result using feedback
2012;Automatic Annotation of Radiological Observations in Liver CT Images
2013;Big Data Analytics in Future Internet of Things
2013;Psychological Empowerment of Patients with Chronic Diseases: The Role of Digital Integration
2014;Requirements Engineering Using Mockups and Prototyping Tools: Developing a Healthcare Web-Application
2013;Bodily expression media by dual domain design of shadow
2001;Specific Simple Network Management Tools
2005;Non-control-data attacks are realistic threats
2008;Intelligent Decision Support for Evaluating and Selecting Information Systems Projects
2013;Computer Entertainment in Cars and Transportation
2011;A reading history logger for supporting reading habit development
1977;Levels of pattern description in learning
1999;Ordered Compactifications of Products of Two Totally Ordered Spaces
2011;Applicative shortcut fusion
2013;A Mobile Learning Community of Practice: Facilitating Conceptual Shifts in Pedagogy
2006;X-Similarity: Computing Semantic Similarity between Concepts from Different Ontologies
2006;From Single-Site Web Applications to the Design of Web-Site-Families
2013;What Happened to the Crossdisciplinarity of Technology-Enhanced Learning in 2004?
2012;A hybrid approach for adaptive car navigation
2014;An Adaptive Load Balancing to Provide Quality of Service
2011;A datalog recognizer for almost affine λ-CFGs
2002;Modeling Efficient Conjunction Detection with Spiking Neural Networks
2014;Conceptual Reference Model for Virtual Factory: Potentials for Collaborative Business
2009;Mayo clinic smoking status classification system: extensions and improvements.
2013;The Minimal Group Paradigm in Virtual Teams
2007;A cluster-based approach to web adaptation in context-aware applications
2014;Risk Management and Bilateral Contracts in Multi-agent Electricity Markets
2008;Towards faster planning with continuous resources in stochastic domains
2005;The ethics of DeCSS posting: towards assessing the morality of the Internet posting of DVD copyright circumvention software
2001;Electronic Disease Surveillance and Reporting: The eReport System.
1992;TTL : a formalism to describe local and global properties of distributed systems
2012;A flexible auto white balance based on histogram overlap
2014;Recognition of Labeled Multidigraphs by Spanning Tree Automata
2005;Service-Oriented Design: The jABC Approach
2011;Enhancement of learning experience using skill-challenge balancing approach
1999;Minimal Belief Change and the Pareto Principle
2014;Icon and Geometric Data Visualization with a Self-Organizing Map Grid
2011;A Study on XML Data Indexing for Web Based Application
2013;Forecasting Net Migration by Functional Demographic Model
2003;Visualization of protein-protein interaction networks using force-directed layout
2012;CrowdMAC: a crowdsourcing system for mobile access
2010;Aggregating preferences in multi-issue domains by using maximum likelihood estimators
2013;Bone Age Assessment Using Support Vector Machine Regression
2011;Teachers as designers: enabling teachers to specify dynamic web programming projects for students
2005;Integrating Domain Ontologies into Knowledge-Based Systems
2011;An investigation into the social network between three generations in a household: bridging the interrogational gaps between the senior and the youth
2014;Multi-organ Localization Combining Global-to-Local Regression and Confidence Maps
2014;SMART VIEW: A Serious Game Supporting Spatial Orientation of Subjects with Cognitive Impairments
2003;Seizing Power: Shaders and Storytellers
2011;Exploiting dissimilarity representations for person re-identification
2009;HABIT FORMATION IN ONLINE COMMUNITIES
2010;MARCHING CUBES IN AN UNSIGNED DISTANCE FIELD FOR SURFACE RECONSTRUCTION FROM UNORGANIZED POINT SETS
2013;DART: an efficient method for direction-aware bichromatic reverse k nearest neighbor queries
2014;Big Data - Challenges for Computer Science Education
2011;The Design of Supermarket Electronic Shopping Guide System Based on ZigBee Communication
2011;Alternative workstations may be new but are they better
2005;On some Problems with Modelling of Exceptions in UML
2012;A semi supervised learning model for mapping sentences to logical form with ambiguous supervision
2011;Learning curves for Gaussian processes via numerical cubature integration
2007;A relation-based genetic algorithm for partitioning problems with applications
2003;Implementing Modules in the Coq System
2011;How to do successful chargeback for cloud services
2013;Use of Diffusion Tensor Images in Glioma Growth Modeling for Radiotherapy Target Delineation
2012;Bayes-optimal reinforcement learning for discrete uncertainty domains
2013;Progress Toward Mobility in Microfabricated Millirobots
2003;Raman fiber lasers for optical communication application
2002;An Imunogenetic Technique To Detect Anomalies In Network Traffic
1979;Surface-normals from closed paths
2006;Well-being to well done!: the development cycle in role-playing games
2008;A reasoner for generalized Bayesian dl-programs
2013;Adaptive splitting and selection method for noninvasive recognition of liver fibrosis stage
2014;Segmentation of Multiple Knee Bones from CT for Orthopedic Knee Surgery Planning
2007;A Biometric Authentication Protocol for 3G Mobile Systems: Modelled and Validated Using CSP and Rank Functions
2014;Infinite States Verification in Game-Theoretic Logics: Case Studies and Implementation
2010;Electronic polarizability of compound semiconductors
2006;On-line adaptation of neuro-prostheses with neuronal evaluation signals
2006;Constructive Failure in Functional-Logic Programming: From Theory to Implementation.
2012;Creating a Data Collection for Evaluating Rich Speech Retrieval
2004;Agent-based distributed intrusion alert system
2012;Customer relationship management using partial focus feature reduction
2002;How Good Are These UML Diagrams? An Empirical Test of the Wand and Weber Good Decomposition Model
2012;Using a Spatio-Temporal FastMarching Planner to Politely Avoid Moving Persons
2012;FPGA implementation of a cortical network based on the hodgkin-huxley neuron model
2012;Memory-Aware BWT by segmenting sequences to support subsequence search
2011;Generalized latent factor models for social network analysis
2014;How Much Do You Trust Me? Learning a Case-Based Model of Inverse Trust
2012;Parallel Packaging of Micro Electro Mechanical Systems (MEMS) Using Self-alignment
2011;Hypergraph partitioning for the parallel computation of continuous Petri nets
2013;Parameterized Verification of Broadcast Networks of Register Automata
2011;A diagnostic reasoning approach to defect prediction
1997;Must Pinwheels Move During Visual Development
2005;Matching surfaces with characteristic points.
2014;Limiting Adversarial Budget in Quantitative Security Assessment
2015;A general framework for fast stagewise algorithms
2011;Robust Vehicle Tracking Multi-feature Particle Filter
1999;Game Semantics for Untyped lambda beta eta-Calculus
2006;Cluster-based user simulations for learning dialogue strategies
2008;A Reference Model for Seamless Cross-Organizational Collaboration in the Public Sector.
2009;Finite model theory and its origins
2009;Dispute prevention and dispute resolution in networked health information technology
2012;Design of an antenna array for GNSS/GPS network
2010;Throughput-Delay Trade-Offs in Slotted WDM Ring Networks
2012;Clustering criteria in multiobjective data clustering
2010;Using Qualitative Reasoning for a Recommender System
1975;Interacting goals and their use
2001;Informatics application provides instant research to practice benefits.
2012;The use of linear feature projection for precipitation classification using measurements from commercial microwave links
2010;Target-decoy search strategy for mass spectrometry-based proteomics.
2005;The impact of the shape of antibody recognition regions on the emergence of idiotypic networks.
2012;Software implementation of modular exponentiation, using advanced vector instructions architectures
2012;SURE: surface entropy for distinctive 3d features
1997;Segmentation of video sequences for partition tree generation.
2012;A better approximation ratio and an IP formulation for a sensor cover problem
2012;Local controlled vocabulary for modern web service description
1998;Table Structure Extraction from Form Documents
2012;Understanding auditory navigation to physical landmarks
1981;A resource class independent deadlock detection algorithm
2005;BECOMING ENGAGED WITH CONFERENCES: REPUTATIONS AND NETWORKS
2003;A Hybrid Approach for QA Track Definitional Questions
2001;Tampere University of Technology at TREC 2001
2000;A Procedure to Select the Vigilance Threshold for the ART2 for Supervised and Unsupervised Training
2003;Illuminant influence on the reconstruction of NIR spectra
1998;The preconditioned GMRES method for systems of coupled FEM-BEM equations
2010;Visual Localization Using Ground Points
2014;STCode: The Text Encoding Algorithm for Latitude/Longitude/Time
2012;Query Expansion Based-on Similarity of Terms for Improving Arabic Information Retrieval
2010;Exploring the digital commons: an approach to the visualisation of large heritage datasets
2008;Model-Based Covert Timing Channels: Automated Modeling and Evasion
2005;Decision-Making Support Systems.
2011;A model of spatial reference frames in language
2012;Rural residents' perceptions and needs of telecare in taiwan
2014;The Spirit of Ghost Code
2012;Business process lines and decision tables driving flexibility by selection
1983;Generalizing problem reduction: a logical analysis
2006;Comprehensive depiction of configuration-dependent performance anomalies in distributed server systems
2005;Rapidly Developing Spoken Chinese Dialogue Systems with the d-Ear SDS SDK
2005;Speech Event Detection using Multiband Modulation Energy
2004;Skipping Strategies for Efficient Structural Joins
2012;Detecting change in burnt landscapes using a terrestrial LiDAR system
2003;A holonic multi-agent system for robust, flexible, and reliable medical diagnosis
2009;Efficient Sensor Placement for Surveillance Problems
2013;Securing legacy firefox extensions with SENTINEL
2014;A Serious Game Design Combining Simulation and Sandbox Approaches
2014;Machine Learner for Automated Reasoning 0.4 and 0.5
2014;Usability evaluation of hospital websites in Nigeria: what affects end users’ preferences?
2009;Furthering Distributed Participative Design
2014;Prediction of Insertion-Site Preferences of Transposons Using Support Vector Machines and Artificial Neural Networks
1986;The order of B-convergence of the Gaussian Runge-Kutta method
2004;Partial Implication Semantics for Desirable Propositions
1983;Manipulating descriptions of programs for database access
2011;An automatic music transcription based on translation of spectrum and sound path estimation
1999;Fixed point multistage DS-CDMA receivers.
2003;Efficient Locally Linear Embeddings of Imperfect Manifolds
2005;Unit-wide notification of ventilator disconnections.
