2013;Visual Attention and Gaze Behavior in Games: An Object-Based Approach; AI 
2014;Monte-Carlo Tree Search for the Game of “7 Wonders”; AI 
2013;Evaluation of Traffic Sign Recognition Methods Trained on Synthetically Generated Data; machine learning 
2007;Time-delay neural networks and independent component analysis for EEG-based prediction of epileptic seizures propagation; machine learning 
1993;Protein Structure Prediction: Selecting Salient Features from Large Candidate Pools; artificial neural network 
2000;Towards Efficient Negotiation Mechanisms for Collaboration; AI 
2008;Initial results from the use of evolutionary learning to control chemical computers; machine learning 
2012;Offline and online activity recognition on mobile devices using accelerometer data; machine learning 
1991;Modelling experiments in scientific discovery; Artificial Intelligence 
2013;Reasonably rational: reasoning about reasons behind preferences using modal logic; AI 
2004;Managing Content with Automatic Document Classification; machine learning 
2012;Extraction of chinese multiword expressions based on artificial neural network with feedbacks; artificial neural network 
2014;Perils of Uncertainty? The Impact of Contextual Ambiguity on Search Advertising Keyword Performance; machine learning 
2012;Local stability and robustness of sparse dictionary learning in the presence of noise; machine learning 
2008;AI on the Move: Exploiting AI Techniques for Context Inference on Mobile Devices; AI 
2008;SemTree: ontology-based decision tree algorithm for recommender systems; machine learning 
2011;Labeling TV stream segments with conditional random fields; machine learning 
2016;Dynamic texture video classification using extreme learning machine; machine learning 
2013;An Automatic Marking System for Interactive Exercises on Blind Search Algorithms; AI 
2001;Neural Network in Communication with Medical Computer System; artificial neural network 
2003;Web-based prediction of extubation outcome in premature infants on mechanical ventilation using an artificial neural network.; artificial neural network 
2013;Systematic assessment of analytical methods for drug sensitivity prediction from cancer cell line data.; machine learning 
1981;Rover visual obstacle avoidance; AI 
2014;Future Prospects of Human Interaction with Artificial Autonomous Systems; AI 
2011;Persuasive language and virality in social networks; machine learning 
2012;Analyzing Patient Records to Establish If and When a Patient Suffered from a Medical Condition; machine learning 
2012;Toward a machine learning framework for understanding affective tutorial interaction; machine learning 
2011;Generalizing models of student affect in game-based learning environments; machine learning 
2013;An Investigation of Classification Algorithms for Predicting HIV Drug Resistance without Genotype Resistance Testing; machine learning 
2013;A Study on the Scalability of Artificial Neural Networks Training Algorithms Using Multiple-Criteria Decision-Making Methods; machine learning 
2007;An adaptive context-based algorithm for term weighting: application to single-word question answering; machine learning 
2011;Application of NPE Algorithm in Prediction of Oligomeric Proteins; machine learning 
2009;Predicting Learner Answers Correctness through Brainwaves Assesment and Emotional Dimensions; machine learning 
1994;Emergent coordination through the use of cooperative state-changing rules; Artificial Intelligence 
2014;PYTHIA: Employing Lexical and Semantic Features for Sentiment Analysis; machine learning 
2013;Understanding Temporal Intent of User Query Based on Time-Based Query Classification; machine learning 
2011;Equilibrium-driven adaptive behavior design; artificial neural network 
1987;Memory-based reasoning applied to english pronunciation; AI 
2012;SVDFeature: a toolkit for feature-based collaborative filtering; machine learning 
2012;Invited talk 25 years of distributed AI in germany: from the very beginnings to multiagent applications in industry in germany today; AI 
2009;Evaluating Sequential Combination of Two Genetic Algorithm-Based Solutions for Intrusion Detection; machine learning 
2010;Towards a Logical Model of Induction from Examples and Communication; machine learning 
2004;Adversarial constraint satisfaction by game-tree search; AI 
1993;Using classification as a programming language; AI 
2014;Majority Vote of Diverse Classifiers for Late Fusion; machine learning 
1997;The predictive toxicology evaluation challenge; AI 
2011;Feature learning for activity recognition in ubiquitous computing; machine learning 
2013;Proceedings of the Ninth Conference on Uncertainty in Artificial Intelligence (1993); Artificial Intelligence 
2009;Dynamic state alteration techniques for automatically locating software errors; machine learning 
2005;Learning Human-Level AI abilities to drive racing cars; AI  Artificial Intelligence 
2006;Unsupervised segmentation of words into morphemes - Morpho Challenge 2005 Application to Automatic Speech Recognition; machine learning 
2012;Sentiment classification: a combination of PMI, sentiwordnet and fuzzy function; machine learning 
2008;Learning to play Tetris applying reinforcement learning methods.; machine learning 
2012;Ensemble learning for sentiment classification; machine learning 
2011;Sentence Filtering for BioNLP: Searching for Renaming Acts; machine learning 
2010;A Neurologically Plausible Artificial Neural Network Computational Architecture of Episodic Memory and Recall; artificial neural network 
2011;Machine learning and agents; machine learning 
2002;Maximum entropy modeling for mining patient medication status from free text.; machine learning 
2012;Using a support vector machine and sampling to classify compounds as potential transdermal enhancers; machine learning 
2007;Towards a Theory of AI Completeness; AI  Artificial Intelligence 
2014;Machine learning techniques to assess the performance of a gait analysis system.; machine learning 
2008;An intelligent IDE for behavior authoring in real-time strategy games; AI 
2012;Iterative Improvement Algorithms for the Blocking Job Shop; AI 
1986;Knowledge engineering issues in VLSI synthesis; AI 
2011;Detecting malicious web links and identifying their attack types; machine learning 
2014;Easy Hyperparameter Search Using Optunity; machine learning 
1997;Mulitmodal interaction for distributed interactive simulation; Artificial Intelligence 
2011;Supervised traversability learning for robot navigation; machine learning 
2007;Authoring Environment for ShapeShifting Screen Media Productions.; Artificial Intelligence 
2012;Automatic categorization of anatomical landmark-local appearances based on diffeomorphic demons and spectral clustering for constructing detector ensembles; machine learning 
1994;Intelligent assistive technologies; AI 
2007;Capability enhancement of probabilistic neural network for the design of breakwater armor blocks; artificial neural network 
2011;Corpus-Based Structure Mapping of XML Document Corpora: A Reinforcement Learning Based Model; machine learning 
2008;A first experimental demonstration of massive knowledge infusion; Artificial Intelligence 
2007;Recognizing textual entailment using a subsequence kernel method; machine learning 
2012;New approach for clustering relational data based on relationship and attribute information; machine learning 
2013;Semi-supervised structuring of complex data; machine learning 
2002;Deep Blue: An Artificial Intelligence Milestone; Artificial Intelligence 
2006;Classification of individual and clustered microcalcifications in digital mammograms using evolutionary neural networks; artificial neural network 
2001;Using Simulated RoboCup in Undergraduate Education; AI 
2010;Adaboost classifier by artificial immune system model; machine learning 
1995;Theoretical analysis of Davis-Putnam procedure and propositional satisfiability; AI 
2010;Creating the knowledge about IT events; machine learning 
2006;Reasoning about partially observed actions; AI 
2008;Zero-data learning of new tasks; machine learning 
2007;A neural stochastic multiscale optimization framework for sensor-based parameter estimation; artificial neural network 
2012;Detecting players personality behavior with any effort of concealment; machine learning 
1997;Skill reconstruction as induction of LQ controllers with subgoals; machine learning 
2003;Learning spam: simple techniques for freely-available software; machine learning 
1996;The limits on combining recursive horn rules with description logics; Artificial Intelligence 
2011;Short text classification improved by learning multi-granularity topics; machine learning 
2011;A CAD system for breast cancer diagnosis using modified genetic algorithm optimized artificial neural network; machine learning 
2016;A Topological Study of Chaotic Iterations. Application to Hash Functions; artificial neural network 
2012;Robust web data extraction: a novel approach based on minimum cost script edit model; machine learning 
2014;Ensemble Methods for Structured Prediction; machine learning 
2008;New Research on Harmonics and Reactive Currents Detecting and Its Suppression with ANN in Single-Phase Circuit; artificial neural network 
2012;Using AI planning to enhance e-learning processes; AI 
2013;Aggregating information from the crowd and the network; machine learning 
2006;From the programmer's apprentice to human-robot interaction: thirty years of research on human-computer collaboration; AI 
2011;Sequential deep learning for human action recognition; deep learning 
2008;Development of Bengali Named Entity Tagged Corpus and its Use in NER Systems.; machine learning 
2012;Cellular automata based on artificial neural network for simulating land use changes; artificial neural network 
2014;Identifying fraudulently promoted online videos; machine learning 
1988;Knowledge-based real-time control: a parallel processing perspective; AI 
1995;Adaptable planner primitives for real-world robotic applications; AI 
2011;Population-based artificial immune system clustering algorithm; machine learning 
2013;Sentiment Classification Using Supervised Sub-Spacing; machine learning 
1991;Commitment and effectiveness of situated agents; Artificial Intelligence 
1975;A region-analysis subsystem for interactive scene analysis; Artificial Intelligence 
1995;Process-oriented planning and average-reward optimality; AI 
2007;Combined artificial neural network and adaptive neuro-fuzzy inference system for improving a short-term electric load forecasting; artificial neural network 
1986;Book review: LOGIC PROGRAMMING AND ITS APPLICATIONS. edited by Michel van Caneghem and David H. D. Warren. Ablex Series in Artificial Intelligence (Ablex Publishing Corporation, 1986); Artificial Intelligence 
1986;A mobile robot with onboard parallel processor and large workspace arm; AI 
1985;What enables a machine to understand; AI 
2011;Translating general game descriptions into an action language; AI 
2006;The FLOSSWALD Information System on Free and Open Source Software; machine learning 
2014;A General Artificial Intelligence Approach for Skeptical Reasoning; Artificial Intelligence 
2012;Sparse learning based linear coherent bi-clustering; machine learning 
2012;Artificial Neural Networks to Investigate the Importance and the Sensitivity to Various Parameters Used for the Prediction of Chromosomal Abnormalities; artificial neural network 
2011;Adding a dimension to logic diagramming; deep learning 
2006;Decision making in large-scale domains: a case study; AI 
2007;On valued negation normal form formulas; AI 
1994;From law-like knowledge to concept hierarchies in data; machine learning 
1993;Multi-agent planning as a dynamic search for social consensus; Artificial Intelligence 
2009;Goal-driven learning in the GILA integrated intelligence architecture; AI 
2008;A Causal Bayesian Network View of Reinforcement Learning.; AI 
2002;Efficiently Mining Approximate Models of Associations in Evolving Databases; machine learning 
2010;An efficient and general-purpose technique for grouping hand-drawn pen strokes into objects; machine learning 
2000;Symbolic AI versus Connectionism in Music Research.; AI 
2011;Multi-class multi-scale stacked sequential learning; machine learning 
1995;Market-oriented programming (abstract); AI 
2012;MAK₠: a system for modelling, optimising, and analyzing production in small and medium enterprises; AI 
1983;Phrase structure grammars and natural languages; AI 
2012;A computational model for predicting the transport of compounds by ABCC2; machine learning 
2012;Modeling the mental differentiation task with EEG; machine learning 
2013;Towards Automatic Generation of Hardware Classifiers; machine learning 
1997;CREWS_NS: scheduling train crew in the Netherlands; AI 
2013;Affect detection from semantic and metaphorical interpretation of virtual drama; AI 
2011;History of set theory and its extensions in the context of soft computing; Artificial Intelligence 
2012;Decoding cognitive states from brain fMRIs: the most differentiating voxels way; machine learning 
2014;A New Swarm-Based Framework for Handwritten Authorship Identification in Forensic Document Analysis; machine learning 
2009;Evaluating abductive hypotheses using an EM algorithm on BDDs; AI 
2013;Spiking Neural Network for On-line Cognitive Activity Classification Based on EEG Data; machine learning 
1994;Learning to learn: automatic adaptation of learning bias; AI  machine learning 
2013;Combining supervised and unsupervised polarity classification for non-english reviews; machine learning 
2005;Inverse resolution as belief change; machine learning 
2003;Comparing different cognitive paradigms with a virtual laboratory; AI 
2013;Exploration of a Rich Feature Set for Automatic Term Extraction; machine learning 
2013;Kernel-based Data Fusion for Machine Learning: Methods and Applications in Bioinformatics and Text Mining; machine learning 
1983;Massively parallel architectures for AI: netl, thistle, and boltzmann machines; AI 
2005;ASQA: Academia Sinica Question Answering System for NTCIR-5 CLQA; machine learning 
2014;Lifelong Learning of Discriminative Representations; machine learning 
2009;Special Track on Intelligent Tutoring Systems.; AI 
2012;Dynamic Neuro-genetic Weights Connection Strategy for Isolated Spoken Malay Speech Recognition System; artificial neural network 
2007;Efficient multi-method rule learning for pattern classification machine learning and data mining; machine learning 
2010;The Objects Interaction Graticule for Cardinal Direction Querying in Moving Objects Data Warehouses; AI 
2011;Sentiment analysis of customer reviews: balanced versus unbalanced datasets; machine learning 
1991;A New Admissible Heuristic for Minimal-Cost Proofs; AI 
2004;Argumentation Neural Networks; machine learning 
2013;Research on electromagnetic coupling artificial neural network with spatial topology; artificial neural network 
2012;Creating learning sets for control systems using an evolutionary method; AI 
2013;An overview of the parallax BattleMind v1.5 for computer network defence; AI  Artificial Intelligence 
2012;Wavelet-ANN model for nutrient load predictions in rivers; artificial neural network 
2012;Empirical study of machine learning based approach for opinion mining in tweets; machine learning 
2011;Question classification for a Croatian QA system; machine learning 
1995;Remembering to forget: a competence-preserving case deletion policy for case-based reasoning systems; machine learning 
2012;Language Analysis of Speakers with Dementia of the Alzheimer's Type; machine learning 
2013;Using machine learning to improve stochastic optimization; machine learning 
1979;Hierarchical production system; AI 
2012;Identification of the minimal set of attributes that maximizes the information towards the author of a political discourse: the case of the candidates in the mexican presidential elections; machine learning 
2013;An Unsupervised Machine Learning Approach to Body Text and Table of Contents Extraction from Digital Scientific Articles; machine learning 
2013;The effect of lateral inhibitory connections in spatial architecture neural network; artificial neural network 
2002;AI Architectures for Games: A Review of 3D Accelerator Technology; AI 
2014;Retrieval and Discovery of Cell Cycle Literature and Proteins by Means of Machine Learning, Text Mining and Network Analysis; machine learning 
2014;A Quarter of Century in Artificial Intelligence and Law: Projects, Personal Trajectories, a Subjective Perspective; Artificial Intelligence 
2012;On decidability of a logic for order of magnitude qualitative reasoning with bidirectional negligibility; Artificial Intelligence 
2010;Using Background Knowledge to Support Coreference Resolution; machine learning 
2014;AUTOMATIC MUSIC EMOTION CLASSIFICATION USING ARTIFICIAL NEURAL NETWORK BASED ON VOCAL AND INSTRUMENTAL SOUND TIMBRES; artificial neural network  machine learning 
1998;Integrating AI components for a military planning application; AI 
2011;On the explicit and implicit spatiotemporal architecture of narratives of personal experience; machine learning 
2011;Deep learning networks for off-line handwritten signature recognition; deep learning 
2012;Open texture and argumentation: what makes an argument persuasive?; AI 
2000;O-Plan: A Web-Based AI Planning Agent; AI 
2004;Compilation of LTL goal formulas into PDDL; AI 
2014;Maximizing a Tree Series in the Representation Space; machine learning 
2012;DERI&UPM: Pushing Corpus Based Relatedness to Similarity: Shared Task System Description; machine learning 
2009;Text Categorization and Sorting of Web Search Results; machine learning 
2013;When classification becomes a problem: using branch-and-bound to improve classification efficiency; machine learning 
2011;When off-task is on-task: the affective role of off-task behavior in narrative-centered learning environments; AI 
2014;Predicting the Outer/Inner BetaStrands in Protein Beta Sheets Based on the Random Forest Algorithm; machine learning 
2012;Taxonomy Development and Its Impact on a Self-learning e-Recruitment System; machine learning 
2002;Semi-supervised logistic regression; machine learning 
2009;Learning to Identify Students' Off-Task Behavior in Intelligent Tutoring Systems; machine learning 
2005;Explanation-based learning to recognize network malfunctions; machine learning 
2012;Full-body gesture interaction with improvisational narrative agents; AI 
2012;Complexity of computing distances between geometric trees; machine learning 
1987;Knowledge engineering tools at the architecture level; AI 
2003;Evolving feedforward neural network for harmonics signature identification; artificial neural network 
2012;Estimating quantities: comparing simple heuristics and machine learning algorithms; machine learning 
2012;Differentially private projected histograms: construction and use for prediction; machine learning 
2004;AI characters and directors for interactive computer games; AI 
1994;Criticism, culture, and the automatic generation of artworks; AI 
2007;Web service composition as planning, revisited: in between background theories and initial state uncertainty; AI 
2009;Learning from positive and unlabeled documents for retrieval of bacterial protein-protein interaction literature; machine learning 
2014;An Automated System for Detecting and Measuring Nailfold Capillaries; machine learning 
2012;An efficient algorithm for feature selection with feature correlation; machine learning 
1983;The discovery of the equator or concept driven learning; machine learning 
1998;Optimal Scheduling of Dynamic Progressive Processing; AI 
1977;TELOS: a language for building well-structured AI models; AI 
2014;HoTT formalisation in Coq: Dependency Graphs \& ML4PG; machine learning 
2014;Automatic Tuning of the Parallelism Degree in Hardware Transactional Memory; machine learning 
1982;Spatial and temporal reasoning in geologic map interpretation; AI 
2010;Learning When to Use Lazy Learning in Constraint Solving; machine learning 
2006;Intelligent Experimental Design Using an Artificial Neural Network Meta Model and Information Theory; artificial neural network 
1990;Incremental learning of explanation patterns and their indices; AI 
1989;Call-graph caching: transforming programs into networks; AI 
2005;Sustaining Innovations in Singapore Schools: Implications for Research Work; deep learning 
2011;Fast data acquisition in cost-sensitive learning; machine learning 
2002;The Ambre ILE: How to Use Case-Based Reasoning to Teach Methods; Artificial Intelligence 
1997;Remote-brained robots; AI 
2013;An automatic approach to treebank error detection using a dependency parser; machine learning 
1996;Growing simpler decision trees to facilitate knowledge discovery; machine learning 
2013;General Topic Annotation in Social Networks: A Latent Dirichlet Allocation Approach; machine learning 
2006;An HTN Planning Approach for Power System Scheduling Using SHOP2; AI 
2013;Efficient Information Theoretic Clustering on Discrete Lattices; machine learning 
2009;Information-theoretic and hypothesis-based clustering in bioinformatics; machine learning 
2013;Real-time user modeling and prediction: examples from youtube; machine learning 
2013;What is the added value of negative links in online social networks; machine learning 
2013;Representations for Large-Scale Sequence Data Mining: A Tale of Two Vector Space Models; machine learning 
2000;Search in AI - escaping from the CSP Straightjacket; AI 
2010;Open mind common sense: crowd-sourcing for common sense; AI 
2011;Hybrid fusion approach for detecting affects from multichannel physiology; machine learning 
2015;Detecting Malware with Information Complexity; machine learning 
2011;Performatology: a procedural acting approach for interactive drama in cinematic games; AI 
2009;Support Vector Machines for Dynamic Biometric Handwriting Classification.; machine learning 
1995;Generating and solving imperfect information games; AI 
2003;Intelligent systems in travel and tourism; AI 
2011;Looking for a cheaper ROSA; Artificial Intelligence 
2013;A Syntactic Approach to Prediction; machine learning 
2013;AppendicitisScan Tool: A New Tool for the Efficient Classification of Childhood Abdominal Pain Clinical Cases Using Machine Learning Tools; machine learning 
2011;Combining Laser-Scanning Data and Images for Target Tracking and Scene Modeling; machine learning 
2013;Applying Threshold SMOTE Algoritwith Attribute Bagging to Imbalanced Datasets; machine learning 
2010;Enabling configuration-independent automation by non-expert users; machine learning 
1979;Experience with robot in 12 commercial, natural language data base query applications; AI  Artificial Intelligence 
2012;Philosophy meets entertainment: designing an interactive virtual philosopher; Artificial Intelligence 
2007;Creating a Knowledge Base from a Collaboratively Generated Encyclopedia; machine learning 
1991;Classifiers: a theoretical and empirical study; AI 
2014;An Experimental Evaluation of Different Features and Nodal Costs for Horizon Line Detection; machine learning 
2003;Learning Rules for Adaptive Planning.; machine learning 
2006;Application of machine learning techniques for reducing retrieval time in large case-based reasoning systems; machine learning 
2014;Predictive Estimation of Wireless Link Performance from Medium Physical Parameters Using Support Vector Regression and k-Nearest Neighbors; machine learning 
2012;Topographic map object classification using real-value grammar classifier system; machine learning 
2009;Exploitation of speculation markers to identify the structure of biomedical scientific writing.; machine learning 
2011;Using active learning to allow activity recognition on a large scale; machine learning 
1986;Problem features that influence the design of expert systems; AI 
2011;Buried utility pipeline mapping based on multiple spatial data sources: a bayesian data fusion approach; AI 
2007;On construction of a GeometryNet; AI 
2013;The Influence of Engineering Theory and Practice on Philosophy of AI; AI  Artificial Intelligence 
2009;Support vector machine-based mucin-type o-linked glycosylation site prediction using enhanced sequence feature encoding.; machine learning 
2011;Constraint Programming meets Machine Learning and Data Mining (Dagstuhl Seminar 11201); machine learning 
2008;COACH: cumulative online algorithm for classification of handwriting deficiencies; AI 
2010;Learning the Relative Usefulness of Questions in Community QA; machine learning 
2011;Human-guided machine learning for fast and accurate network alarm triage; machine learning 
2005;nuWar: a prototype sketch-based strategy game; AI 
2011;An application of locally linear model tree algorithm for predictive accuracy of credit scoring; machine learning 
2012;Non-identifiable pedigrees and a bayesian solution; machine learning 
2011;Explicit and implicit user preferences in online dating; machine learning 
2011;Evolving neural networks: a comparison between differential evolution and particle swarm optimization; artificial neural network 
2003;Design, Integration and Evaluation of an Artificial Intelligence-Based Control System for the Improvement of the Monitoring and Quality Control Process in the Manufacturing of Metal Casting Components; Artificial Intelligence 
2011;Relation learning: a new approach to face recognition; machine learning 
2013;BotSuer: Suing Stealthy P2P Bots in Network Traffic through Netflow Analysis; machine learning 
2011;SAHN with SEP/COP and SPADE, to build a general web navigation adaptation system using server log information; machine learning 
2012;AITION: a scalable platform for interactive data mining; machine learning 
2013;An agent design for repeated negotiation and information revelation with people: Extended Abstract; machine learning 
2014;Fast Multi-stage Submodular Maximization; machine learning 
2013;Solving Modular Model Expansion: Case Studies; AI 
1994;The Use of Supervenience in Dynamic-world Planning.; AI 
2013;OpenML: A Collaborative Science Platform; machine learning 
2007;A New Method for Intelligent Knowledge Discovery; artificial neural network 
2007;Putting Artificial Intelligence Techniques into a Concept Map to Build Educational Tools; Artificial Intelligence 
2007;Improving the performance of the RBF neural networks trained with imbalanced samples; machine learning 
2011;Global/local hybrid learning of mixture-of-experts from labeled and unlabeled data; machine learning 
2004;Spatial cognition an AI perspective; AI  Artificial Intelligence 
2002;J.UCS Special Issue on Spatial and Temporal Reasoning; Artificial Intelligence 
2008;Pattern Classification Techniques for Early Lung Cancer Diagnosis using an Electronic Nose; artificial neural network  machine learning 
2014;Learning a Deep Convolutional Network for Image Super-Resolution; deep learning 
2011;Non-model-based algorithm portfolios for SAT; machine learning 
2010;Learning to Annotate Scientific Publications; machine learning 
2005;Tool use for autonomous agents; AI 
2015;Planning in the Wild: Modeling Tools for PDDL; AI 
2008;Interpretable Ensembles of Local Models for Safety-Related Applications; machine learning 
